,name,votes,types,generation,family,sprite_source,generation_color,ranking_overall,ranking_generation
276,Taillow,8.0,Normal Flying,3,Taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,#9CD7C8,630,106.0
420,Cherubi,8.0,Grass,4,Cherubi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,#B7A3C3,629,88.0
622,Golett,8.0,Ground Ghost,5,Golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,#9FCADF,628,88.0
309,Electrike,8.0,Electric,3,Electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,#9CD7C8,627,107.0
757,Salandit,8.0,Poison Fire,7,Salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,#E89483,626,57.0
347,Anorith,8.0,Rock Bug,3,Anorith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,#9CD7C8,625,108.0
698,Amaura,8.0,Rock Ice,6,Amaura,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,#DD608C,624,53.0
375,Metang,8.0,Steel Psychic,3,Beldum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,#9CD7C8,623,109.0
337,Lunatone,8.0,Rock Psychic,3,Lunatone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,#9CD7C8,622,110.0
613,Cubchoo,8.0,Ice,5,Cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,#9FCADF,621,89.0
163,Hoothoot,8.0,Normal Flying,2,Hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,#DCD677,620,90.0
456,Finneon,8.0,Water,4,Finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,#B7A3C3,619,89.0
537,Seismitoad,8.0,Water Ground,5,Tympole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,#9FCADF,618,90.0
720,Hoopa,8.0,Psychic Ghost Psychic Dark,6,Hoopa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,#DD608C,617,54.0
119,Seaking,8.0,Water,1,Goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,#ACD36C,616,145.0
797,Celesteela,8.0,Steel Flying,7,Celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,#E89483,615,58.0
288,Vigoroth,9.0,Normal,3,Slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,#9CD7C8,614,102.0
803,Poipole,9.0,Poison,7,Poipole,../images/pokeball.png,#E89483,613,51.0
777,Togedemaru,9.0,Electric Steel,7,Togedemaru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,#E89483,612,52.0
770,Palossand,9.0,Ghost Ground,7,Sandygast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,#E89483,611,53.0
23,Ekans,9.0,Poison,1,Ekans,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,#ACD36C,610,142.0
313,Volbeat,9.0,Bug,3,Volbeat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,#9CD7C8,609,103.0
116,Horsea,9.0,Water,1,Horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,#ACD36C,608,143.0
370,Luvdisc,9.0,Water,3,Luvdisc,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,#9CD7C8,607,104.0
662,Fletchinder,9.0,Fire Flying,6,Fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,#DD608C,606,50.0
444,Gabite,9.0,Dragon Ground,4,Gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,#B7A3C3,605,82.0
684,Swirlix,9.0,Fairy,6,Swirlix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,#DD608C,604,51.0
439,Mime-Jr,9.0,Psychic Fairy,4,Mime-Jr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,#B7A3C3,603,83.0
538,Throh,9.0,Fighting,5,Throh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,#9FCADF,602,85.0
72,Tentacool,9.0,Water Poison,1,Tentacool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,#ACD36C,601,144.0
488,Cresselia,9.0,Psychic,4,Cresselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,#B7A3C3,600,84.0
804,Naganadel,9.0,Poison Dragon,7,Poipole,../images/pokeball.png,#E89483,599,54.0
408,Cranidos,9.0,Rock,4,Cranidos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,#B7A3C3,598,85.0
683,Aromatisse,9.0,Fairy,6,Spritzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,#DD608C,597,52.0
401,Kricketot,9.0,Bug,4,Kricketot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,#B7A3C3,596,86.0
737,Charjabug,9.0,Bug Electric,7,Grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,#E89483,595,55.0
580,Ducklett,10.0,Water Flying,5,Ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,#9FCADF,594,78.0
772,Type-Null,10.0,Normal,7,Type-Null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,#E89483,593,43.0
527,Woobat,10.0,Psychic Flying,5,Woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,#9FCADF,592,79.0
779,Bruxish,10.0,Water Psychic,7,Bruxish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,#E89483,591,44.0
510,Liepard,10.0,Dark,5,Purrloin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,#9FCADF,590,80.0
785,Tapu-Koko,10.0,Electric Fairy,7,Tapu-Koko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,#E89483,589,45.0
298,Azurill,10.0,Normal Fairy,3,Azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,#9CD7C8,588,100.0
299,Nosepass,10.0,Rock,3,Nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,#9CD7C8,587,101.0
680,Doublade,10.0,Steel Ghost,6,Honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,#DD608C,586,48.0
459,Snover,10.0,Grass Ice,4,Snover,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,#B7A3C3,585,79.0
756,Shiinotic,10.0,Grass Fairy,7,Morelull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,#E89483,584,46.0
614,Beartic,10.0,Ice,5,Cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,#9FCADF,583,81.0
552,Krokorok,10.0,Ground Dark,5,Sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,#9FCADF,582,82.0
713,Avalugg,10.0,Ice,6,Bergmite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,#DD608C,581,49.0
554,Darumaka,10.0,Fire,5,Darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,#9FCADF,580,83.0
566,Archen,10.0,Rock Flying,5,Archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,#9FCADF,579,84.0
795,Pheromosa,10.0,Bug Fighting,7,Pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,#E89483,578,47.0
733,Toucannon,10.0,Normal Flying,7,Pikipek,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,#E89483,577,48.0
726,Torracat,10.0,Fire,7,Litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,#E89483,576,49.0
789,Cosmog,10.0,Psychic,7,Cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,#E89483,575,50.0
458,Mantyke,10.0,Water Flying,4,Mantyke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,#B7A3C3,574,80.0
432,Purugly,10.0,Normal,4,Glameow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,#B7A3C3,573,81.0
666,Vivillon,11.0,Bug Flying,6,Scatterbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,#DD608C,572,42.0
741,Oricorio,11.0,Fire Flying Ghost Flying,7,Oricorio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,#E89483,571,38.0
541,Swadloon,11.0,Bug Grass,5,Sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,#9FCADF,570,77.0
388,Grotle,11.0,Grass,4,Turtwig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,#B7A3C3,569,77.0
656,Froakie,11.0,Water,6,Froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,#DD608C,568,43.0
694,Helioptile,11.0,Electric Normal,6,Helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,#DD608C,567,44.0
696,Tyrunt,11.0,Rock Dragon,6,Tyrunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,#DD608C,566,45.0
759,Stufful,11.0,Normal Fighting,7,Stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,#E89483,565,39.0
718,Zygarde,11.0,Dragon Ground,6,Zygarde,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,#DD608C,564,46.0
703,Carbink,11.0,Rock Fairy,6,Carbink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,#DD608C,563,47.0
793,Nihilego,11.0,Rock Poison,7,Nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,#E89483,562,40.0
792,Lunala,11.0,Psychic Ghost,7,Cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,#E89483,561,41.0
378,Regice,11.0,Ice,3,Regice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,#9CD7C8,560,99.0
394,Prinplup,11.0,Water,4,Piplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,#B7A3C3,559,78.0
117,Seadra,11.0,Water,1,Horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,#ACD36C,558,141.0
798,Kartana,11.0,Grass Steel,7,Kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,#E89483,557,42.0
167,Spinarak,11.0,Bug Poison,2,Spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,#DCD677,556,88.0
265,Wurmple,12.0,Bug,3,Wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,#9CD7C8,555,97.0
100,Voltorb,12.0,Electric,1,Voltorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,#ACD36C,554,138.0
528,Swoobat,12.0,Psychic Flying,5,Woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,#9FCADF,553,74.0
161,Sentret,12.0,Normal,2,Sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,#DCD677,552,86.0
70,Weepinbell,12.0,Grass Poison,1,Bellsprout,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,#ACD36C,551,139.0
676,Furfrou,12.0,Normal,6,Furfrou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,#DD608C,550,40.0
689,Barbaracle,12.0,Rock Water,6,Binacle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,#DD608C,549,41.0
605,Elgyem,12.0,Psychic,5,Elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,#9FCADF,548,75.0
608,Lampent,12.0,Ghost Fire,5,Litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,#9FCADF,547,76.0
457,Lumineon,12.0,Water,4,Finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,#B7A3C3,546,74.0
42,Golbat,12.0,Poison Flying,1,Zubat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png,#ACD36C,545,140.0
455,Carnivine,12.0,Grass,4,Carnivine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,#B7A3C3,544,75.0
738,Vikavolt,12.0,Bug Electric,7,Grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,#E89483,543,36.0
450,Hippowdon,12.0,Ground,4,Hippopotas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,#B7A3C3,542,76.0
192,Sunflora,12.0,Grass,2,Sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,#DCD677,541,87.0
791,Solgaleo,12.0,Psychic Steel,7,Cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,#E89483,540,37.0
353,Shuppet,12.0,Ghost,3,Shuppet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,#9CD7C8,539,98.0
297,Hariyama,13.0,Fighting,3,Makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,#9CD7C8,538,96.0
168,Ariados,13.0,Bug Poison,2,Spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,#DCD677,537,83.0
139,Omastar,13.0,Rock Water,1,Omanyte,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,#ACD36C,536,135.0
221,Piloswine,13.0,Ice Ground,2,Swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,#DCD677,535,84.0
101,Electrode,13.0,Electric,1,Voltorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,#ACD36C,534,136.0
218,Slugma,13.0,Fire,2,Slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,#DCD677,533,85.0
482,Azelf,13.0,Psychic,4,Azelf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,#B7A3C3,532,73.0
809,Melmetal,13.0,Steel,7,Meltan,../images/pokeball.png,#E89483,531,32.0
582,Vanillite,13.0,Ice,5,Vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,#9FCADF,530,70.0
14,Kakuna,13.0,Bug Poison,1,Weedle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,#ACD36C,529,137.0
630,Mandibuzz,13.0,Dark Flying,5,Vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,#9FCADF,528,71.0
632,Durant,13.0,Bug Steel,5,Durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,#9FCADF,527,72.0
775,Komala,13.0,Normal,7,Komala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,#E89483,526,33.0
747,Mareanie,13.0,Poison Water,7,Mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,#E89483,525,34.0
805,Stakataka,13.0,Rock Steel,7,Stakataka,../images/pokeball.png,#E89483,524,35.0
633,Deino,13.0,Dark Dragon,5,Deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,#9FCADF,523,73.0
714,Noibat,13.0,Flying Dragon,6,Noibat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,#DD608C,522,38.0
693,Clawitzer,13.0,Water,6,Clauncher,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,#DD608C,521,39.0
672,Skiddo,14.0,Grass,6,Skiddo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,#DD608C,520,37.0
191,Sunkern,14.0,Grass,2,Sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,#DCD677,519,81.0
415,Combee,14.0,Bug Flying,4,Combee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,#B7A3C3,518,70.0
187,Hoppip,14.0,Grass Flying,2,Hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,#DCD677,517,82.0
750,Mudsdale,14.0,Ground,7,Mudbray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,#E89483,516,30.0
402,Kricketune,14.0,Bug,4,Kricketot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,#B7A3C3,515,71.0
396,Starly,14.0,Normal Flying,4,Starly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,#B7A3C3,514,72.0
647,Keldeo,14.0,Water Fighting,5,Keldeo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,#9FCADF,513,69.0
273,Seedot,14.0,Grass,3,Seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,#9CD7C8,512,95.0
784,Kommo-O,14.0,Dragon Fighting,7,Jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,#E89483,511,31.0
85,Dodrio,14.0,Normal Flying,1,Doduo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,#ACD36C,510,132.0
88,Grimer,14.0,Poison Poison Dark,1,Grimer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,#ACD36C,509,133.0
75,Graveler,14.0,Rock Ground Rock Electric,1,Geodude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,#ACD36C,508,134.0
799,Guzzlord,15.0,Dark Dragon,7,Guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,#E89483,507,28.0
780,Drampa,15.0,Normal Dragon,7,Drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,#E89483,506,29.0
138,Omanyte,15.0,Rock Water,1,Omanyte,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,#ACD36C,505,131.0
534,Conkeldurr,15.0,Fighting,5,Timburr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,#9FCADF,504,68.0
435,Skuntank,15.0,Poison Dark,4,Stunky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,#B7A3C3,503,68.0
242,Blissey,15.0,Normal,2,Happiny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,#DCD677,502,80.0
422,Shellos,15.0,Water Water,4,Shellos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,#B7A3C3,501,69.0
379,Registeel,16.0,Steel,3,Registeel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,#9CD7C8,500,91.0
341,Corphish,16.0,Water,3,Corphish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,#9CD7C8,499,92.0
617,Accelgor,16.0,Bug,5,Shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,#9FCADF,498,64.0
719,Diancie,16.0,Rock Fairy,6,Diancie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,#DD608C,497,36.0
615,Cryogonal,16.0,Ice,5,Cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,#9FCADF,496,65.0
476,Probopass,16.0,Rock Steel,4,Nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,#B7A3C3,495,66.0
551,Sandile,16.0,Ground Dark,5,Sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,#9FCADF,494,66.0
576,Gothitelle,16.0,Psychic,5,Gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,#9FCADF,493,67.0
427,Buneary,16.0,Normal,4,Buneary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,#B7A3C3,492,67.0
329,Vibrava,16.0,Ground Dragon,3,Trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,#9CD7C8,491,93.0
146,Moltres,16.0,Fire Flying,1,Moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,#ACD36C,490,130.0
316,Gulpin,16.0,Poison,3,Gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,#9CD7C8,489,94.0
807,Zeraora,17.0,Electric,7,Zeraora,../images/pokeball.png,#E89483,488,27.0
371,Bagon,17.0,Dragon,3,Bagon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,#9CD7C8,487,90.0
621,Druddigon,17.0,Dragon,5,Druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,#9FCADF,486,61.0
526,Gigalith,17.0,Rock,5,Roggenrola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,#9FCADF,485,62.0
237,Hitmontop,17.0,Fighting,2,Tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,#DCD677,484,79.0
610,Axew,17.0,Dragon,5,Axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,#9FCADF,483,63.0
278,Wingull,18.0,Water Flying,3,Wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,#9CD7C8,482,87.0
11,Metapod,18.0,Bug,1,Caterpie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,#ACD36C,481,127.0
201,Unown,18.0,Psychic,2,Unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,#DCD677,480,78.0
32,Nidoran-M,18.0,Poison,1,Nidoran-M,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,#ACD36C,479,128.0
96,Drowzee,18.0,Psychic,1,Drowzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,#ACD36C,478,129.0
281,Kirlia,18.0,Psychic Fairy,3,Ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,#9CD7C8,477,88.0
404,Luxio,18.0,Electric,4,Shinx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,#B7A3C3,476,65.0
320,Wailmer,18.0,Water,3,Wailmer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,#9CD7C8,475,89.0
794,Buzzwole,19.0,Bug Fighting,7,Buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,#E89483,474,26.0
20,Raticate,19.0,Normal Dark Normal,1,Rattata,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,#ACD36C,473,122.0
463,Lickilicky,19.0,Normal,4,Lickitung,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,#B7A3C3,472,62.0
699,Aurorus,19.0,Rock Ice,6,Amaura,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,#DD608C,471,34.0
636,Larvesta,19.0,Bug Fire,5,Larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,#9FCADF,470,60.0
49,Venomoth,19.0,Bug Poison,1,Venonat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,#ACD36C,469,123.0
24,Arbok,19.0,Poison,1,Ekans,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,#ACD36C,468,124.0
90,Shellder,19.0,Water,1,Shellder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,#ACD36C,467,125.0
71,Victreebel,19.0,Grass Poison,1,Bellsprout,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,#ACD36C,466,126.0
305,Lairon,19.0,Steel Rock,3,Aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,#9CD7C8,465,84.0
315,Roselia,19.0,Grass Poison,3,Budew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,#9CD7C8,464,85.0
465,Tangrowth,19.0,Grass,4,Tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,#B7A3C3,463,63.0
668,Pyroar,19.0,Fire Normal,6,Litleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,#DD608C,462,35.0
344,Claydol,19.0,Ground Psychic,3,Baltoy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,#9CD7C8,461,86.0
411,Bastiodon,19.0,Rock Steel,4,Shieldon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,#B7A3C3,460,64.0
464,Rhyperior,20.0,Ground Rock,4,Rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,#B7A3C3,459,61.0
308,Medicham,20.0,Fighting Psychic,3,Meditite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,#9CD7C8,458,82.0
565,Carracosta,20.0,Water Rock,5,Tirtouga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,#9FCADF,457,57.0
674,Pancham,20.0,Fighting,6,Pancham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,#DD608C,456,32.0
374,Beldum,20.0,Steel Psychic,3,Beldum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,#9CD7C8,455,83.0
13,Weedle,20.0,Bug Poison,1,Weedle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,#ACD36C,454,119.0
744,Rockruff,20.0,Rock,7,Rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,#E89483,453,25.0
111,Rhyhorn,20.0,Ground Rock,1,Rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,#ACD36C,452,120.0
140,Kabuto,20.0,Rock Water,1,Kabuto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,#ACD36C,451,121.0
